0,11, 10, 10, 10, 10, 0, 21, 20, 20, 20, 21,true
0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,false
0,0, 11, 10, 10, 10, 0, 11, 21, 20, 20, 10,true
0,11, 0, 10, 10, 10, 0, 11, 10, 20, 20, 21,true
0,11, 10, 0, 10, 10, 0, 21, 10, 10, 20, 21,true
0,11, 10, 10, 0, 10, 0, 21, 20, 10, 10, 21,true
0,11, 10, 10, 10, 0, 0, 21, 20, 20, 10, 11,true
0,-11, 11, 10, 10, 10, 0, 0, 21, 20, 20, -1,true
0,10, -11, 11, 10, 10, 0, -1, 0, 21, 20, 20,true
0,10, 10, -11, 11, 10, 0, 20, -1, 0, 21, 20,true
0,10, 10, 10, 11, -11, 0, 20, 20, 21, 0, -1,true
0,0, 11, 10, 0, 10, 0, 11, 21, 10, 10, 10,true
0,0, 10, -11, 11, 10, 0, 10, -1, 0, 21, 10,true
0,0, 10, 10, -11, 11, 0, 10, 20, -1, 0, 11,true
0,0, 0, 11, 10, 10, 0, 0, 11, 21, 20, 10,true
0,0, 11, 10, 10, 0, 0, 11, 21, 20, 10, 0,true
0,10, 0, 10, -11, 11, 0, 10, 10, -1, 0, 21,true
0,11, 0, 0, 10, 10, 0, 11, 0, 10, 20, 21,true
0,11, 0, 10, 10, 0, 0, 11, 10, 20, 10, 11,true
0,-11, 11, 0, 10, 10, 0, 0, 11, 10, 20, -1,true
0,10, 10, 0, -11, 11, 0, 20, 10, -11, 0, 21,true
0,11, 10, 0, 10, 0, 0, 21, 10, 10, 10, 11,true
0,-11, 11, 10, 0, 10, 0, 0, 21, 10, 10, -1,true
0,10, -11, 11, 0, 10, 0, -1, 0, 11, 10, 20,true
0,-11, 11, 10, -11, 11, 0, 0, 21, -1, 0, 0,true
0,11, 10, 10, 0, 0, 0, 21, 20, 10, 0, 11,true
0,10, -11, 11, 10, 0, 0, -1, 0, 21, 10, 10,true
0,10, -11, 11, -11, 11, 0, -1, 0, 0, 0, 21,true
0,-11, 0, 10, 10, 11, 0, -11, 10, 20, 21, 0,true
0,0, 0, 0, 11, 10, 0, 0, 0, 11, 21, 10,true
0,10, 10, -11, 11, 0, 0, 20, -1, 0, 11, 10,true
0,0, 10, 0, -11, 11, 0, 10, 10, -11, 0, 11,true
0,-11, -11, 11, 10, 11, 0, -22, 0, 21, 21, 0,true
0,0, 0, 10, 11, 0, 0, 0, 10, 21, 11, 0,true
0,0, -11, 11, -11, 11, 0, -11, 0, 0, 0, 11,true
0,0, 11, 10, 0, 0, 0, 11, 21, 10, 0, 0,true
0,-11, 0, 0, 10, 11, 0, -11, 0, 10, 21, 0,true
0,0, 10, 11, -11, 0, 0, 10, 21, 0, -11, 0,true
0,0, 11, 0, 10, 0, 0, 11, 11, 10, 10, 0,true
0,11, 0, 0, 0, 10, 0, 11, 0, 0, 10, 21,true
0,-11, 11, 0, 10, 0, 0, 0, 11, 10, 10, -11,true
0,0, -11, 11, 10, 0, 0, -11, 0, 21, 10, 0,true
0,10, 0, 0, -11, 11, 0, 10, 0, -11, 0, 21,true
0,10, 0, 11, -11, 0, 0, 10, 11, 0, -11, 10,true
0,11, 0, 0, 10, 0, 0, 11, 0, 10, 10, 11,true
0,11, 10, 0, 0, 0, 0, 21, 10, 0, 0, 11,true
0,10, -11, 11, 0, 0, 0, -1, 0, 11, 0, 10,true
0,0, 0, 0, 11, 0, 0, 0, 0, 11, 11, 0,true
0,11, 0, 0, 0, 0, 0, 11, 0, 0, 0, 11,true
0,0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0,?
0,5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5,?
0,0, 1, 2, 1, 1, 0, 1, 3, 3, 2, 1,?
0,1, 2, 2, 0, 0, 0, 3, 4, 2, 0, 1,?
0,0, 4, 1, 0, 0, 0, 4, 5, 1, 0, 0,?
0,0, 3, 2, 0, 0, 0, 3, 5, 2, 0, 0,?
0,0, 4, 0, 0, 1, 0, 4, 4, 0, 1, 1,?
0,0, 5, 0, 0, 0, 0, 5, 5, 0, 0, 0,?
0,1, 4, 0, 0, 0, 0, 5, 4, 0, 0, 1,?
0,4, 1, 0, 0, 0, 0, 5, 1, 0, 0, 4,?
0,3, 2, 0, 0, 0, 0, 5, 2, 0, 0, 3,?
0,2, 3, 0, 0, 0, 0, 5, 3, 0, 0, 2,?
0,4, 0, 1, 0, 0, 0, 4, 1, 1, 0, 4,?
0,2, 1, 2, 0, 0, 0, 3, 3, 2, 0, 2,?
0,3, 1, 1, 0, 0, 0, 4, 2, 1, 0, 3,?
0,2, 2, 1, 0, 0, 0, 4, 3, 1, 0, 2,?
0,3, 0, 2, 0, 0, 0, 3, 2, 2, 0, 3,?
0,2, 0, 3, 0, 0, 0, 2, 3, 3, 0, 2,?
0,0, 0, 5, 0, 0, 0, 0, 5, 5, 0, 0,?
0,1, 0, 4, 0, 0, 0, 1, 4, 4, 0, 1,?
0,0, 2, 3, 0, 0, 0, 2, 5, 3, 0, 0,?
0,0, 1, 4, 0, 0, 0, 1, 5, 4, 0, 0,?
0,1, 1, 3, 0, 0, 0, 2, 4, 3, 0, 1,?
0,1, 3, 1, 0, 0, 0, 4, 4, 1, 0, 1,?
0,1, 3, 0, 1, 0, 0, 4, 3, 1, 1, 1,?
0,0, 3, 1, 1, 0, 0, 3, 4, 2, 1, 0,?
0,0, 4, 0, 1, 0, 0, 4, 4, 1, 1, 0,?
0,0, 3, 0, 2, 0, 0, 3, 3, 2, 2, 0,?
0,2, 0, 2, 1, 0, 0, 2, 2, 3, 1, 2,?
0,2, 0, 1, 2, 0, 0, 2, 1, 3, 2, 2,?
0,3, 0, 1, 1, 0, 0, 3, 1, 2, 1, 3,?
0,2, 1, 1, 1, 0, 0, 3, 2, 2, 1, 2,?
0,1, 1, 1, 2, 0, 0, 2, 2, 3, 2, 1,?
0,0, 1, 2, 2, 0, 0, 1, 3, 4, 2, 0,?
0,0, 2, 1, 2, 0, 0, 2, 3, 3, 2, 0,?
0,0, 1, 1, 3, 0, 0, 1, 2, 4, 3, 0,?
0,1, 0, 2, 2, 0, 0, 1, 2, 4, 2, 1,?
0,1, 0, 1, 3, 0, 0, 1, 1, 4, 3, 1,?
0,0, 0, 2, 3, 0, 0, 0, 2, 5, 3, 0,?
0,0, 0, 3, 2, 0, 0, 0, 3, 5, 2, 0,?
0,0, 0, 1, 4, 0, 0, 0, 1, 5, 4, 0,?
0,0, 0, 4, 1, 0, 0, 0, 4, 5, 1, 0,?
0,0, 0, 0, 5, 0, 0, 0, 0, 5, 5, 0,?
0,0, 2, 2, 1, 0, 0, 2, 4, 3, 1, 0,?
0,0, 1, 3, 1, 0, 0, 1, 4, 4, 1, 0,?
0,0, 2, 0, 3, 0, 0, 2, 2, 3, 3, 0,?
0,0, 1, 0, 4, 0, 0, 1, 1, 4, 4, 0,?
0,1, 0, 3, 1, 0, 0, 1, 3, 4, 1, 1,?
0,2, 0, 0, 3, 0, 0, 2, 0, 3, 3, 2,?
0,3, 0, 0, 2, 0, 0, 3, 0, 2, 2, 3,?
0,1, 0, 0, 4, 0, 0, 1, 0, 4, 4, 1,?
0,4, 0, 0, 1, 0, 0, 4, 0, 1, 1, 4,?
0,1, 1, 2, 1, 0, 0, 2, 3, 3, 1, 1,?
0,1, 2, 1, 1, 0, 0, 3, 3, 2, 1, 1,?
0,2, 1, 0, 2, 0, 0, 3, 1, 2, 2, 2,?
0,1, 2, 0, 2, 0, 0, 3, 2, 2, 2, 1,?
0,1, 1, 0, 3, 0, 0, 2, 1, 3, 3, 1,?
0,2, 2, 0, 1, 0, 0, 4, 2, 1, 1, 2,?
0,3, 1, 0, 1, 0, 0, 4, 1, 1, 1, 3,?
0,1, 0, 1, 2, 1, 0, 1, 1, 3, 3, 2,?
0,0, 0, 2, 2, 1, 0, 0, 2, 4, 3, 1,?
0,0, 0, 1, 3, 1, 0, 0, 1, 4, 4, 1,?
0,0, 0, 1, 2, 2, 0, 0, 1, 3, 4, 2,?
0,1, 0, 0, 3, 1, 0, 1, 0, 3, 4, 2,?
0,2, 0, 0, 2, 1, 0, 2, 0, 2, 3, 3,?
0,1, 0, 0, 2, 2, 0, 1, 0, 2, 4, 3,?
0,0, 0, 0, 3, 2, 0, 0, 0, 3, 5, 2,?
0,0, 0, 0, 4, 1, 0, 0, 0, 4, 5, 1,?
0,0, 0, 0, 2, 3, 0, 0, 0, 2, 5, 3,?
0,2, 0, 2, 0, 1, 0, 2, 2, 2, 1, 3,?
0,2, 0, 1, 0, 2, 0, 2, 1, 1, 2, 4,?
0,2, 0, 1, 1, 1, 0, 2, 1, 2, 2, 3,?
0,3, 0, 1, 0, 1, 0, 3, 1, 1, 1, 4,?
0,1, 0, 2, 0, 2, 0, 1, 2, 2, 2, 3,?
0,1, 0, 1, 1, 2, 0, 1, 1, 2, 3, 3,?
0,1, 0, 1, 0, 3, 0, 1, 1, 1, 3, 4,?
0,1, 0, 2, 1, 1, 0, 1, 2, 3, 2, 2,?
0,1, 0, 3, 0, 1, 0, 1, 3, 3, 1, 2,?
0,0, 0, 2, 1, 2, 0, 0, 2, 3, 3, 2,?
0,0, 0, 1, 1, 3, 0, 0, 1, 2, 4, 3,?
0,0, 0, 3, 1, 1, 0, 0, 3, 4, 2, 1,?
0,0, 0, 0, 1, 4, 0, 0, 0, 1, 5, 4,?
0,0, 0, 3, 0, 2, 0, 0, 3, 3, 2, 2,?
0,0, 0, 2, 0, 3, 0, 0, 2, 2, 3, 3,?
0,0, 0, 4, 0, 1, 0, 0, 4, 4, 1, 1,?
0,0, 0, 1, 0, 4, 0, 0, 1, 1, 4, 4,?
0,0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 5,?
0,1, 0, 0, 1, 3, 0, 1, 0, 1, 4, 4,?
0,2, 0, 0, 1, 2, 0, 2, 0, 1, 3, 4,?
0,3, 0, 0, 1, 1, 0, 3, 0, 1, 2, 4,?
0,2, 0, 0, 0, 3, 0, 2, 0, 0, 3, 5,?
0,3, 0, 0, 0, 2, 0, 3, 0, 0, 2, 5,?
0,1, 0, 0, 0, 4, 0, 1, 0, 0, 4, 5,?
0,4, 0, 0, 0, 1, 0, 4, 0, 0, 1, 5,?
0,1, 1, 1, 1, 1, 0, 2, 2, 2, 2, 2,?
0,0, 1, 1, 1, 2, 0, 1, 2, 2, 3, 2,?
0,0, 1, 1, 2, 1, 0, 1, 2, 3, 3, 1,?
0,0, 2, 1, 1, 1, 0, 2, 3, 2, 2, 1,?
0,1, 1, 0, 1, 2, 0, 2, 1, 1, 3, 3,?
0,0, 1, 0, 2, 2, 0, 1, 1, 2, 4, 2,?
0,0, 1, 0, 1, 3, 0, 1, 1, 1, 4, 3,?
0,0, 2, 0, 1, 2, 0, 2, 2, 1, 3, 2,?
0,0, 2, 0, 2, 1, 0, 2, 2, 2, 3, 1,?
0,0, 1, 0, 3, 1, 0, 1, 1, 3, 4, 1,?
0,0, 3, 0, 1, 1, 0, 3, 3, 1, 2, 1,?
0,0, 2, 0, 0, 3, 0, 2, 2, 0, 3, 3,?
0,0, 3, 0, 0, 2, 0, 3, 3, 0, 2, 2,?
0,0, 1, 0, 0, 4, 0, 1, 1, 0, 4, 4,?
0,0, 2, 1, 0, 2, 0, 2, 3, 1, 2, 2,?
0,0, 1, 1, 0, 3, 0, 1, 2, 1, 3, 3,?
0,0, 1, 2, 0, 2, 0, 1, 3, 2, 2, 2,?
0,0, 2, 2, 0, 1, 0, 2, 4, 2, 1, 1,?
0,0, 3, 1, 0, 1, 0, 3, 4, 1, 1, 1,?
0,0, 1, 3, 0, 1, 0, 1, 4, 3, 1, 1,?
0,1, 2, 0, 1, 1, 0, 3, 2, 1, 2, 2,?
0,1, 2, 0, 0, 2, 0, 3, 2, 0, 2, 3,?
